p00,p01,p02,p03,p04,p05,p06,p07,p08,p09,p10,p11,pose
1262,1441,2735,0,2030,1194,123,59,957,696,324,0,1
1174,1338,2747,0,2071,1364,105,60,966,701,340,0,1
1084,1125,2735,0,2119,1349,94,58,982,701,389,0,1
1136,909,2650,0,2149,1398,147,62,990,691,366,0,1
918,329,2592,11,2169,1425,142,56,1005,697,332,0,1
527,254,2032,783,2262,1437,151,82,1020,672,409,0,1
485,66,1936,1450,2091,1453,104,118,1006,653,381,0,1
426,115,1905,1502,2179,1295,98,70,967,668,385,0,1
459,217,1712,1582,2211,1506,127,1706,1004,690,414,0,1
653,315,1744,1354,2201,1460,131,92,1024,629,412,0,1
0,0,1575,624,2035,1622,99,92,1031,690,366,0,1
0,0,1794,1405,2042,1608,83,103,968,635,388,0,1
0,0,1494,1047,1997,1968,70,3854,1020,665,385,0,1
0,0,1761,1169,2173,1919,141,294,1044,685,413,0,1
0,0,1917,1275,2035,1317,59,135,1009,691,476,0,1
0,0,1953,1018,2011,1543,62,157,1049,693,480,0,1
0,0,2031,688,2001,1541,100,2291,1101,700,492,0,1
0,0,2035,575,2059,1595,157,191,1132,702,492,0,1
0,0,2043,702,2071,1630,163,209,1136,705,512,0,1
0,0,2070,1040,2058,1638,98,316,1134,717,505,0,1
96,0,2070,1315,1978,1311,124,242,1153,684,452,0,1
21,0,2032,1730,1992,1472,61,260,1130,715,476,0,1
0,0,2318,1267,2083,1481,142,328,1070,722,431,0,1
0,0,2112,1533,2112,1609,141,297,1003,706,412,0,1
22,0,2101,1747,2109,1477,143,321,1054,728,466,0,1
31,0,2061,1678,2115,1546,146,343,1071,731,476,0,1
25,0,2092,1622,1882,1575,153,365,1086,736,487,0,1
279,553,2128,1888,2021,1315,155,379,1100,736,494,0,1
44,192,1776,1674,2121,1637,150,411,1066,742,382,0,1
81,0,1667,1718,1969,1660,134,454,970,675,349,0,1
293,48,1758,2069,2144,1543,142,434,1023,649,438,0,1
478,0,1735,1967,2162,1536,118,449,1038,650,450,0,1
534,0,1631,1963,2175,1527,125,469,1045,652,462,0,1
87,48,1440,1941,2147,1777,102,3731,995,725,418,0,1
623,102,1379,2218,2082,1712,111,494,973,700,441,0,1
813,82,1235,2256,2073,1598,105,508,981,687,451,0,1
912,126,1343,2279,2075,1594,109,515,1001,689,460,0,1
974,204,1265,2283,2084,1615,109,527,1008,689,468,0,1
967,214,1218,2313,2089,1650,111,536,1016,690,477,0,1
1008,146,954,2314,2099,1685,64,692,874,723,356,0,1
1771,1805,0,2250,1917,1579,67,568,556,727,322,0,1
1527,1518,0,2037,2057,1692,82,3374,636,730,344,0,1
1150,327,0,2437,2212,2118,49,3927,595,757,250,0,1
1408,363,0,2496,2140,2023,88,1157,652,741,304,0,1
1386,432,0,2544,2161,1933,60,1409,689,736,314,0,1
1345,452,0,2501,2173,1946,84,719,702,730,336,0,1
1427,374,0,2529,2178,1894,93,603,729,725,320,0,1
1367,347,0,2576,2202,1954,97,613,747,741,352,0,1
1490,461,0,2580,2211,1960,115,614,761,736,363,0,1
1500,507,0,2580,2215,1952,112,631,774,743,373,0,1
1553,534,0,2607,2220,1938,114,623,781,743,377,0,1
1556,560,0,2601,2212,1929,116,623,792,746,383,0,1
1614,609,0,2607,2217,1944,116,623,808,744,389,0,1
1630,639,0,2606,2208,1926,116,625,811,751,421,0,1
1671,690,0,2617,2209,1938,123,615,820,752,419,0,1
1680,721,0,2615,2207,1927,123,600,819,753,419,0,1
1705,739,0,2640,2212,1934,123,603,828,755,423,0,1
1451,544,0,2629,2224,1931,124,597,834,741,409,0,1
1581,599,0,2587,2220,1878,129,587,849,739,406,0,1
1599,624,0,2585,2226,1869,129,584,858,740,415,0,1
1455,563,0,2593,2221,1877,129,570,860,737,423,0,1
1585,609,0,2609,2224,1886,132,562,870,736,429,0,1
1579,591,0,2605,2225,1888,132,545,869,731,427,0,1
1517,594,0,2625,2230,1897,132,528,874,735,435,0,1
1520,585,0,2624,2231,1901,132,509,877,731,437,0,1
1529,591,0,2633,2239,1915,130,492,878,735,437,0,1
1495,610,0,2640,2234,1911,131,467,881,737,412,0,1
1520,625,0,2629,2228,1898,129,453,888,741,424,0,1
1495,646,0,2647,2232,1902,130,432,891,746,437,0,1
1559,644,0,2618,2233,1880,134,406,889,737,442,0,1
1534,625,0,2630,2230,1874,135,380,896,740,440,0,1
1561,631,0,2625,2233,1884,133,347,896,738,444,0,1
1687,700,0,2624,2223,1875,135,323,898,745,450,0,1
1626,715,0,2638,2228,1864,136,285,899,739,451,0,1
1621,722,0,2649,2235,1874,138,260,907,744,452,0,1
1663,752,0,2640,2235,1863,136,230,910,749,454,0,1
1936,1129,0,2403,2184,1776,137,202,891,753,432,0,1
1968,1171,0,2435,2200,1805,141,165,905,758,431,0,1
1732,942,0,2406,2227,1767,133,132,909,710,442,0,1
1853,930,0,2530,2225,1741,114,107,915,711,446,0,1
1883,1104,0,2480,2216,1744,123,82,914,714,448,0,1
